DateTime,Number of sales,Average USD,Sales USD,Active market wallets,Unique buyers
2018-05-06,4.0,48.42,193.7,2.0,1.0
2018-05-07,0.0,0.0,0.0,0.0,0.0
2018-05-08,0.0,0.0,0.0,0.0,0.0
2018-05-09,0.0,0.0,0.0,0.0,0.0
2018-05-10,0.0,0.0,0.0,0.0,0.0
2018-05-11,0.0,0.0,0.0,0.0,0.0
2018-05-12,0.0,0.0,0.0,0.0,0.0
2018-05-13,0.0,0.0,0.0,0.0,0.0
2018-05-14,0.0,0.0,0.0,0.0,0.0
2018-05-15,0.0,0.0,0.0,0.0,0.0
2018-05-16,0.0,0.0,0.0,0.0,0.0
2018-05-17,1.0,70.25,70.25,2.0,1.0
2018-05-18,0.0,0.0,0.0,0.0,0.0
2018-05-19,1.0,51.47,51.47,2.0,1.0
2018-05-20,0.0,0.0,0.0,0.0,0.0
2018-05-21,0.0,0.0,0.0,0.0,0.0
2018-05-22,0.0,0.0,0.0,0.0,0.0
2018-05-23,0.0,0.0,0.0,0.0,0.0
2018-05-24,0.0,0.0,0.0,0.0,0.0
2018-05-25,4.0,59.78,239.14,2.0,1.0
2018-05-26,6.0,58.23,349.37,4.0,3.0
2018-05-27,4.0,49.34,197.36,3.0,2.0
2018-05-28,22.0,38.07,837.57,9.0,7.0
2018-05-29,9.0,28.42,255.81,3.0,2.0
2018-05-30,10.0,31.06,310.64,6.0,5.0
2018-05-31,11.0,36.85,405.4,11.0,9.0
2018-06-01,10.0,28.7,287.01,4.0,3.0
2018-06-02,0.0,0.0,0.0,0.0,0.0
2018-06-03,1.0,58.31,58.31,2.0,1.0
2018-06-04,0.0,0.0,0.0,0.0,0.0
2018-06-05,0.0,0.0,0.0,0.0,0.0
2018-06-06,2.0,51.06,102.12,3.0,1.0
2018-06-07,3.0,43.87,131.61,4.0,2.0
2018-06-08,59.0,74.14,4374.18,11.0,3.0
2018-06-09,0.0,0.0,0.0,0.0,0.0
2018-06-10,0.0,0.0,0.0,0.0,0.0
2018-06-11,6.0,69.73,418.4,6.0,4.0
2018-06-12,7.0,37.8,264.57,5.0,3.0
2018-06-13,1.0,24.75,24.75,2.0,1.0
2018-06-14,2.0,35.61,71.23,3.0,2.0
2018-06-15,1.0,25.83,25.83,2.0,1.0
2018-06-16,0.0,0.0,0.0,0.0,0.0
2018-06-17,1.0,49.31,49.31,2.0,1.0
2018-06-18,0.0,0.0,0.0,0.0,0.0
2018-06-19,0.0,0.0,0.0,0.0,0.0
2018-06-20,0.0,0.0,0.0,0.0,0.0
2018-06-21,0.0,0.0,0.0,0.0,0.0
2018-06-22,1.0,98.93,98.93,2.0,1.0
2018-06-23,0.0,0.0,0.0,0.0,0.0
2018-06-24,0.0,0.0,0.0,0.0,0.0
2018-06-25,0.0,0.0,0.0,0.0,0.0
2018-06-26,0.0,0.0,0.0,0.0,0.0
2018-06-27,0.0,0.0,0.0,0.0,0.0
2018-06-28,1.0,87.58,87.58,2.0,1.0
2018-06-29,0.0,0.0,0.0,0.0,0.0
2018-06-30,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.0
2018-07-02,0.0,0.0,0.0,0.0,0.0
2018-07-03,0.0,0.0,0.0,0.0,0.0
2018-07-04,2.0,25.28,50.57,4.0,2.0
2018-07-05,0.0,0.0,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.0,0.0,0.0
2018-07-07,0.0,0.0,0.0,0.0,0.0
2018-07-08,0.0,0.0,0.0,0.0,0.0
2018-07-09,0.0,0.0,0.0,0.0,0.0
2018-07-10,1.0,23.49,23.49,2.0,1.0
2018-07-11,0.0,0.0,0.0,0.0,0.0
2018-07-12,0.0,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,0.0,0.0
2018-07-14,0.0,0.0,0.0,0.0,0.0
2018-07-15,0.0,0.0,0.0,0.0,0.0
2018-07-16,0.0,0.0,0.0,0.0,0.0
2018-07-17,1.0,90.86,90.86,2.0,1.0
2018-07-18,1.0,49.72,49.72,2.0,1.0
2018-07-19,0.0,0.0,0.0,0.0,0.0
2018-07-20,1.0,88.31,88.31,2.0,1.0
2018-07-21,0.0,0.0,0.0,0.0,0.0
2018-07-22,0.0,0.0,0.0,0.0,0.0
2018-07-23,1.0,45.55,45.55,2.0,1.0
2018-07-24,0.0,0.0,0.0,0.0,0.0
2018-07-25,1.0,104.99,104.99,2.0,1.0
2018-07-26,3.0,91.4,274.21,4.0,2.0
2018-07-27,1.0,46.09,46.09,2.0,1.0
2018-07-28,0.0,0.0,0.0,0.0,0.0
2018-07-29,0.0,0.0,0.0,0.0,0.0
2018-07-30,0.0,0.0,0.0,0.0,0.0
2018-07-31,3.0,45.81,137.42,4.0,3.0
2018-08-01,0.0,0.0,0.0,0.0,0.0
2018-08-02,1.0,41.73,41.73,2.0,1.0
2018-08-03,1.0,41.09,41.09,2.0,1.0
2018-08-04,0.0,0.0,0.0,0.0,0.0
2018-08-05,0.0,0.0,0.0,0.0,0.0
2018-08-06,4.0,96.15,384.62,5.0,2.0
2018-08-07,3.0,101.2,303.61,5.0,2.0
2018-08-08,0.0,0.0,0.0,0.0,0.0
2018-08-09,0.0,0.0,0.0,0.0,0.0
2018-08-10,1.0,65.46,65.46,2.0,1.0
2018-08-11,0.0,0.0,0.0,0.0,0.0
2018-08-12,1.0,412.51,412.51,2.0,1.0
2018-08-13,1.0,31.8,31.8,2.0,1.0
2018-08-14,1.0,541.42,541.42,2.0,1.0
2018-08-15,16.0,65.7,1051.27,13.0,4.0
2018-08-16,1.0,28.11,28.11,2.0,1.0
2018-08-17,1.0,28.63,28.63,2.0,1.0
2018-08-18,2.0,36.2,72.4,3.0,2.0
2018-08-19,0.0,0.0,0.0,0.0,0.0
2018-08-20,0.0,0.0,0.0,0.0,0.0
2018-08-21,0.0,0.0,0.0,0.0,0.0
2018-08-22,3.0,52.34,157.01,5.0,3.0
2018-08-23,0.0,0.0,0.0,0.0,0.0
2018-08-24,0.0,0.0,0.0,0.0,0.0
2018-08-25,0.0,0.0,0.0,0.0,0.0
2018-08-26,5.0,47.25,236.27,5.0,2.0
2018-08-27,2.0,28.72,57.44,3.0,2.0
2018-08-28,1.0,34.44,34.44,2.0,1.0
2018-08-29,0.0,0.0,0.0,0.0,0.0
2018-08-30,0.0,0.0,0.0,0.0,0.0
2018-08-31,0.0,0.0,0.0,0.0,0.0
