"DateTime","Average USD","Average USD"
"2019-04-30 00:00:00",3.87,3.87
"2019-05-01 00:00:00",4.29,4.29
"2019-05-02 00:00:00",8.76,8.76
"2019-05-03 00:00:00",3.32,3.32
"2019-05-04 00:00:00",1.9,1.9
"2019-05-05 00:00:00",5.01,5.01
"2019-05-06 00:00:00",4.3,4.3
"2019-05-07 00:00:00",4.31,4.31
"2019-05-08 00:00:00",3.13,3.13
"2019-05-09 00:00:00",2.04,2.04
"2019-05-10 00:00:00",20.86,20.86
"2019-05-11 00:00:00",4.25,4.25
"2019-05-12 00:00:00",3.19,3.19
"2019-05-13 00:00:00",5.25,5.25
"2019-05-14 00:00:00",4.16,4.16
"2019-05-15 00:00:00",2.53,2.53
"2019-05-16 00:00:00",14.77,14.77
"2019-05-17 00:00:00",6.76,6.76
"2019-05-18 00:00:00",3.75,3.75
"2019-05-19 00:00:00",2.24,2.24
"2019-05-20 00:00:00",1.1,1.1
"2019-05-21 00:00:00",5.62,5.62
"2019-05-22 00:00:00",2.86,2.86
"2019-05-23 00:00:00",1.9,1.9
"2019-05-24 00:00:00",9.88,9.88
"2019-05-25 00:00:00",1.85,1.85
"2019-05-26 00:00:00",1.93,1.93
"2019-05-27 00:00:00",3.94,3.94
"2019-05-28 00:00:00",1.41,1.41
"2019-05-29 00:00:00",2.42,2.42
"2019-05-30 00:00:00",2.93,2.93
"2019-05-31 00:00:00",20.84,20.84
"2019-06-01 00:00:00",10.35,10.35
"2019-06-02 00:00:00",7.57,7.57
"2019-06-03 00:00:00",1.71,1.71
"2019-06-04 00:00:00",5.33,5.33
"2019-06-05 00:00:00",1.93,1.93
"2019-06-06 00:00:00",4.74,4.74
"2019-06-07 00:00:00",1.55,1.55
"2019-06-08 00:00:00",1.31,1.31
"2019-06-09 00:00:00",8.14,8.14
"2019-06-10 00:00:00",2.53,2.53
"2019-06-11 00:00:00",7,7
"2019-06-12 00:00:00",2.27,2.27
"2019-06-13 00:00:00",3.29,3.29
"2019-06-14 00:00:00",1.38,1.38
"2019-06-15 00:00:00",3.9,3.9
"2019-06-16 00:00:00",4.14,4.14
"2019-06-17 00:00:00",4.44,4.44
"2019-06-18 00:00:00",9.8,9.8
"2019-06-19 00:00:00",12.16,12.16
"2019-06-20 00:00:00",1.4,1.4
"2019-06-21 00:00:00",0.99,0.99
"2019-06-22 00:00:00",2.32,2.32
"2019-06-23 00:00:00",4.8,4.8
"2019-06-24 00:00:00",4.32,4.32
"2019-06-25 00:00:00",2.2,2.2
"2019-06-26 00:00:00",5.85,5.85
"2019-06-27 00:00:00",3.48,3.48
"2019-06-28 00:00:00",1.37,1.37
"2019-06-29 00:00:00",3.25,3.25
"2019-06-30 00:00:00",8.78,8.78
"2019-07-01 00:00:00",7.9,7.9
"2019-07-02 00:00:00",3.24,3.24
"2019-07-03 00:00:00",7.69,7.69
"2019-07-04 00:00:00",6.92,6.92
"2019-07-05 00:00:00",5.29,5.29
"2019-07-06 00:00:00",1,1
"2019-07-07 00:00:00",0.86,0.86
"2019-07-08 00:00:00",9.66,9.66
"2019-07-09 00:00:00",7.79,7.79
"2019-07-10 00:00:00",2.59,2.59
"2019-07-11 00:00:00",1.22,1.22
"2019-07-12 00:00:00",2.27,2.27
"2019-07-13 00:00:00",1.83,1.83
"2019-07-14 00:00:00",5.35,5.35
"2019-07-15 00:00:00",1.37,1.37
"2019-07-16 00:00:00",1.6,1.6
"2019-07-17 00:00:00",1.31,1.31
"2019-07-18 00:00:00",1.57,1.57
"2019-07-19 00:00:00",1.67,1.67
"2019-07-20 00:00:00",2.03,2.03
"2019-07-21 00:00:00",1.3,1.3
"2019-07-22 00:00:00",1.65,1.65
"2019-07-23 00:00:00",0.99,0.99
"2019-07-24 00:00:00",3.59,3.59
"2019-07-25 00:00:00",2.18,2.18
"2019-07-26 00:00:00",1.41,1.41
"2019-07-27 00:00:00",2.4,2.4
"2019-07-28 00:00:00",1.26,1.26
"2019-07-29 00:00:00",1.85,1.85
"2019-07-30 00:00:00",0.68,0.68
"2019-07-31 00:00:00",1.49,1.49
"2019-08-01 00:00:00",3.09,3.09
"2019-08-02 00:00:00",0.92,0.92
"2019-08-03 00:00:00",1.37,1.37
"2019-08-04 00:00:00",1.6,1.6
"2019-08-05 00:00:00",1.61,1.61
"2019-08-06 00:00:00",1.64,1.64
"2019-08-07 00:00:00",1.46,1.46
"2019-08-08 00:00:00",0.91,0.91
"2019-08-09 00:00:00",0.86,0.86
"2019-08-10 00:00:00",1.3,1.3
"2019-08-11 00:00:00",1.98,1.98
"2019-08-12 00:00:00",1.2,1.2
"2019-08-13 00:00:00",3.94,3.94
"2019-08-14 00:00:00",0.7,0.7
"2019-08-15 00:00:00",0.81,0.81
"2019-08-16 00:00:00",0.65,0.65
"2019-08-17 00:00:00",0.7,0.7
"2019-08-18 00:00:00",5.22,5.22
"2019-08-19 00:00:00",1.49,1.49
"2019-08-20 00:00:00",1.01,1.01
"2019-08-21 00:00:00",1.55,1.55
"2019-08-22 00:00:00",0.99,0.99
"2019-08-23 00:00:00",1.51,1.51
"2019-08-24 00:00:00",0.58,0.58
"2019-08-25 00:00:00",0.88,0.88
"2019-08-26 00:00:00",0.88,0.88
"2019-08-27 00:00:00",0.84,0.84
"2019-08-28 00:00:00",1.21,1.21
"2019-08-29 00:00:00",0.88,0.88
"2019-08-30 00:00:00",0.73,0.73
"2019-08-31 00:00:00",0.69,0.69
"2019-09-01 00:00:00",0.85,0.85
"2019-09-02 00:00:00",0.63,0.63
"2019-09-03 00:00:00",1.08,1.08
"2019-09-04 00:00:00",0.62,0.62
"2019-09-05 00:00:00",1.87,1.87
"2019-09-06 00:00:00",1.74,1.74
"2019-09-07 00:00:00",1.85,1.85
"2019-09-08 00:00:00",3.96,3.96
"2019-09-09 00:00:00",1.45,1.45
"2019-09-10 00:00:00",1,1
"2019-09-11 00:00:00",1.15,1.15
"2019-09-12 00:00:00",6.99,6.99
"2019-09-13 00:00:00",23.91,23.91
"2019-09-14 00:00:00",0.73,0.73
"2019-09-15 00:00:00",3.97,3.97
"2019-09-16 00:00:00",2.67,2.67
"2019-09-17 00:00:00",3.6,3.6
"2019-09-18 00:00:00",0.97,0.97
"2019-09-19 00:00:00",1.57,1.57
"2019-09-20 00:00:00",2.33,2.33
"2019-09-21 00:00:00",1.76,1.76
"2019-09-22 00:00:00",0.57,0.57
"2019-09-23 00:00:00",3.51,3.51
"2019-09-24 00:00:00",24.99,24.99
"2019-09-25 00:00:00",1.85,1.85
"2019-09-26 00:00:00",7.76,7.76
"2019-09-27 00:00:00",2.31,2.31
"2019-09-28 00:00:00",1.3,1.3
